Dates,Type,Price,Size
11:45:56,ASK,5574,2
11:46:01,ASK,5574,1
11:46:01,BID,5571,2
11:46:01,ASK,5575,4
11:46:01,BID,5571,1
11:46:01,BID,5571,2
11:46:01,ASK,5575,5
11:46:01,ASK,5574,1
11:46:09,BID,5571,3
11:46:09,ASK,5575,4
11:46:09,BID,5571,4
11:46:10,ASK,5575,3
11:46:10,BID,5572,2
11:46:10,ASK,5575,2
11:46:10,ASK,5575,1
11:46:10,BID,5571,5
11:46:10,BID,5571,4
11:46:10,ASK,5575,2
11:46:12,ASK,5575,3
11:46:14,BID,5571,5
11:46:24,ASK,5575,2
11:46:32,BID,5571,6
11:46:37,ASK,5575,1
11:46:42,BID,5571,5
11:46:42,BID,5571,4
11:46:42,ASK,5575,2
11:46:42,ASK,5575,3
11:46:42,ASK,5574,2
11:46:49,ASK,5574,3
11:46:56,BID,5571,3
11:47:21,ASK,5574,2
11:47:32,BID,5571,4
11:47:32,ASK,5574,1
11:47:46,ASK,5574,2
11:47:47,ASK,5574,1
11:47:50,ASK,5575,4
11:47:50,BID,5571,5
11:48:05,BID,5571,4
11:48:05,ASK,5574,2
11:48:08,ASK,5575,4
11:48:08,BID,5571,5
11:48:13,ASK,5575,3
11:48:28,BID,5571,6
11:48:31,BID,5571,5
11:48:33,BID,5572,1
11:48:34,BID,5572,2
11:48:34,BID,5572,3
11:48:41,BID,5572,5
11:48:44,BID,5572,6
11:48:44,ASK,5576,2
11:48:44,BID,5573,1
11:48:44,ASK,5576,1
11:48:44,BID,5573,2
11:48:44,BID,5573,5
11:48:44,ASK,5577,8
11:48:47,ASK,5577,9
11:48:47,ASK,5576,1
11:48:48,BID,5573,6
11:48:48,BID,5573,7
11:48:48,ASK,5577,4
11:49:11,ASK,5577,3
11:49:12,ASK,5575,1
11:49:15,BID,5573,4
11:49:15,BID,5573,3
11:49:15,BID,5573,4
11:49:15,BID,5574,1
11:49:15,BID,5574,2
11:49:15,BID,5574,1
11:49:15,ASK,5577,1
11:49:15,ASK,5577,2
11:49:15,BID,5573,4
11:49:15,BID,5573,3
11:49:15,BID,5573,2
11:49:15,BID,5573,3
11:49:16,BID,5574,3
11:49:16,ASK,5577,1
11:49:17,BID,5574,4
11:49:17,BID,5574,5
11:49:23,BID,5574,6
11:49:26,BID,5574,5
11:49:31,BID,5574,6
11:49:37,BID,5574,5
11:49:39,ASK,5577,2
11:49:47,BID,5575,1
11:49:47,BID,5574,5
11:49:47,BID,5574,4
11:49:47,BID,5574,3
11:49:48,BID,5574,4
11:49:48,BID,5574,5
11:49:54,BID,5574,4
11:49:59,BID,5574,5
11:50:00,BID,5574,6
11:50:06,ASK,5577,3
11:50:07,ASK,5577,4
11:50:09,BID,5575,1
11:50:09,BID,5575,3
11:50:09,BID,5575,4
11:50:09,BID,5575,5
11:50:13,BID,5574,3
11:50:13,ASK,5576,1
11:50:13,ASK,5576,2
11:50:13,ASK,5576,3
11:50:13,BID,5574,1
11:50:13,BID,5573,2
11:50:13,ASK,5575,1
11:50:14,ASK,5575,2
11:50:14,BID,5573,1
11:50:19,BID,5572,3
11:50:19,ASK,5575,3
11:50:19,BID,5572,2
11:50:19,ASK,5574,1
11:50:23,ASK,5574,2
11:50:26,ASK,5574,1
11:50:26,ASK,5575,3
11:50:27,BID,5572,3
11:50:32,BID,5572,2
11:50:32,BID,5571,5
11:50:32,BID,5571,4
11:50:32,BID,5571,3
11:50:32,ASK,5574,1
11:50:32,ASK,5574,2
11:50:32,ASK,5574,3
11:50:35,ASK,5573,1
11:50:42,BID,5571,2
11:50:42,BID,5571,3
11:51:16,BID,5571,2
11:51:16,ASK,5573,2
11:51:16,BID,5571,1
11:51:29,BID,5570,4
11:51:29,ASK,5573,1
11:51:29,ASK,5572,1
11:51:35,BID,5571,4
11:51:35,ASK,5574,3
11:51:41,ASK,5574,2
11:51:41,ASK,5574,1
11:51:46,ASK,5573,1
11:51:51,BID,5571,5
11:51:55,ASK,5573,2
11:51:58,ASK,5573,1
11:52:10,ASK,5573,2
11:52:11,ASK,5573,1
11:52:21,BID,5571,4
11:52:32,ASK,5574,1
11:52:41,ASK,5574,2
11:52:43,ASK,5573,1
11:53:33,BID,5572,1
11:53:33,ASK,5574,2
11:53:33,ASK,5574,1
11:53:34,ASK,5574,2
11:53:34,BID,5572,2
11:53:42,BID,5572,3
11:53:45,ASK,5574,3
11:53:51,BID,5572,2
11:53:55,BID,5572,3
11:53:55,ASK,5574,2
11:53:56,ASK,5575,2
11:53:56,BID,5572,4
11:53:56,ASK,5575,1
11:53:56,BID,5573,2
11:54:08,ASK,5575,2
11:54:08,BID,5572,4
11:54:08,BID,5572,3
11:54:08,BID,5573,1
11:54:52,ASK,5575,1
11:54:52,BID,5573,2
11:54:54,BID,5573,3
11:54:57,ASK,5576,5
11:54:57,ASK,5576,4
11:54:57,ASK,5576,3
11:54:59,BID,5573,4
11:55:02,ASK,5576,2
11:55:03,ASK,5576,3
11:55:04,BID,5574,1
11:55:05,BID,5573,2
11:55:05,ASK,5576,4
11:55:05,BID,5573,1
11:55:06,BID,5573,2
11:55:06,BID,5573,3
11:55:06,ASK,5576,3
11:55:06,ASK,5575,1
11:55:10,ASK,5576,3
11:55:10,ASK,5576,2
11:55:10,ASK,5576,3
11:55:14,ASK,5575,2
11:55:14,BID,5573,4
11:55:14,BID,5573,5
11:55:16,ASK,5575,5
11:55:34,BID,5573,6
11:55:41,BID,5573,8
11:55:48,BID,5573,7
11:55:48,ASK,5575,4
11:55:48,BID,5573,6
11:56:11,ASK,5575,5
11:56:28,BID,5573,7
11:56:31,BID,5573,6
11:56:47,BID,5573,11
11:56:47,BID,5573,9
11:56:47,ASK,5575,4
11:56:47,ASK,5575,3
11:56:47,ASK,5575,2
11:56:47,ASK,5576,2
11:56:47,BID,5574,1
11:56:47,BID,5574,2
11:56:47,BID,5574,3
11:56:47,ASK,5576,1
11:56:47,BID,5574,2
11:56:47,BID,5574,1
11:56:48,ASK,5576,2
11:56:49,BID,5574,2
11:56:54,BID,5573,8
11:56:54,ASK,5575,1
11:56:58,BID,5573,3
11:56:58,ASK,5575,2
11:56:58,ASK,5575,3
11:57:02,BID,5573,2
11:57:02,BID,5573,1
11:57:14,BID,5572,2
11:57:14,ASK,5574,2
11:57:14,BID,5572,1
11:57:14,ASK,5574,3
11:57:18,ASK,5574,1
11:57:18,BID,5572,2
11:57:19,BID,5571,3
11:57:19,ASK,5574,2
11:57:19,ASK,5574,3
11:57:19,BID,5571,2
11:57:19,ASK,5573,1
11:57:34,ASK,5573,2
11:57:49,ASK,5573,32
11:57:49,BID,5570,1
11:57:49,ASK,5571,1
11:57:49,ASK,5571,2
11:57:49,ASK,5571,1
11:57:49,ASK,5573,35
11:57:49,ASK,5572,1
11:57:49,ASK,5572,2
11:57:49,BID,5569,14
11:57:49,ASK,5572,3
11:57:49,ASK,5571,1
11:57:49,ASK,5571,2
11:57:50,ASK,5571,1
11:57:50,ASK,5572,3
11:57:50,ASK,5572,2
11:57:50,ASK,5572,3
11:57:50,BID,5569,9
11:57:50,ASK,5571,1
11:57:51,ASK,5571,2
11:57:54,ASK,5571,1
11:57:54,ASK,5572,4
11:57:54,ASK,5572,3
11:57:54,ASK,5572,2
11:57:54,BID,5570,2
11:57:54,ASK,5572,1
11:57:54,BID,5569,7
11:57:54,ASK,5572,2
11:57:57,BID,5570,2
11:57:57,ASK,5572,1
11:57:58,BID,5570,3
11:57:58,ASK,5573,1
11:57:58,BID,5570,4
11:57:58,BID,5571,1
11:57:58,BID,5571,2
11:57:58,BID,5571,1
11:58:03,BID,5570,3
11:58:12,ASK,5573,2
11:58:12,BID,5570,2
11:58:12,BID,5570,3
11:58:12,ASK,5573,1
11:58:12,BID,5570,4
11:58:15,BID,5570,5
11:58:19,BID,5570,4
11:58:42,ASK,5574,3
11:58:42,BID,5570,5
11:58:42,BID,5571,1
11:58:42,BID,5571,2
11:58:42,BID,5571,3
11:58:42,ASK,5574,2
11:58:42,ASK,5574,1
11:58:47,ASK,5574,2
11:58:47,BID,5571,2
11:58:47,BID,5571,1
11:58:47,ASK,5574,3
11:58:47,BID,5570,2
11:58:47,BID,5570,3
11:58:47,BID,5571,1
11:58:47,BID,5571,2
11:58:47,ASK,5574,2
11:58:47,BID,5571,3
11:58:50,BID,5571,2
11:58:50,BID,5571,1
11:58:50,ASK,5574,3
11:58:54,BID,5571,2
11:58:54,ASK,5574,2
11:58:54,ASK,5574,1
11:59:02,BID,5571,3
11:59:02,BID,5572,2
11:59:14,BID,5572,1
11:59:15,BID,5572,2
11:59:18,TRADE,5572,2
11:59:18,BID,5571,2
11:59:18,ASK,5574,2
11:59:18,ASK,5574,3
11:59:18,BID,5571,1
11:59:18,BID,5571,2
11:59:18,ASK,5574,2
11:59:21,TRADE,5571,2
11:59:21,BID,5570,3
11:59:21,ASK,5574,3
11:59:21,ASK,5574,4
11:59:28,BID,5570,4
11:59:28,ASK,5574,3
11:59:28,BID,5571,1
11:59:28,ASK,5574,2
11:59:28,BID,5571,2
11:59:28,ASK,5574,1
11:59:29,ASK,5574,2
11:59:29,BID,5571,1
11:59:36,ASK,5574,3
11:59:36,BID,5570,3
11:59:36,BID,5571,1
11:59:50,ASK,5573,1
11:59:50,BID,5570,3
11:59:50,ASK,5573,2
11:59:50,ASK,5573,3
11:59:50,BID,5570,2
11:59:50,BID,5570,1
11:59:50,BID,5570,2
11:59:50,ASK,5573,2
11:59:54,BID,5569,8
11:59:54,ASK,5573,3
11:59:54,ASK,5572,1
11:59:54,ASK,5572,2
11:59:54,ASK,5572,3
11:59:54,ASK,5572,2
12:00:01,BID,5570,2
12:00:01,ASK,5572,1
12:00:01,ASK,5573,3
12:00:03,ASK,5573,4
12:00:04,BID,5569,8
12:00:07,BID,5570,1
12:00:09,ASK,5572,1
12:00:09,BID,5569,8
12:00:09,BID,5570,2
12:00:13,ASK,5573,4
12:00:13,BID,5571,1
12:00:13,ASK,5573,3
12:00:13,ASK,5573,2
12:00:13,BID,5570,2
12:00:13,BID,5570,3
12:00:13,BID,5570,4
12:00:14,BID,5570,1
12:00:14,ASK,5572,1
12:00:14,ASK,5572,2
12:00:18,ASK,5572,1
12:00:18,BID,5570,2
12:00:18,BID,5570,3
12:00:18,ASK,5573,4
12:00:18,BID,5570,4
12:00:18,ASK,5573,3
12:00:18,ASK,5573,2
12:00:18,BID,5570,5
12:00:18,BID,5570,6
12:00:18,ASK,5572,1
12:00:18,BID,5570,5
12:00:18,ASK,5573,2
12:00:18,BID,5571,1
12:00:18,BID,5570,5
12:00:18,BID,5571,1
12:00:18,ASK,5574,2
12:00:18,BID,5571,2
12:00:18,ASK,5574,1
12:00:18,BID,5571,3
12:00:18,ASK,5574,2
12:00:18,BID,5571,4
12:00:19,ASK,5573,1
12:00:19,ASK,5574,2
12:00:19,ASK,5574,1
12:00:19,TRADE,5571,4
12:00:19,BID,5570,7
12:00:19,ASK,5574,2
12:00:19,ASK,5574,3
12:00:19,BID,5570,6
12:00:26,BID,5570,5
12:00:26,ASK,5573,1
12:00:26,ASK,5573,2
12:00:26,BID,5570,4
12:00:26,ASK,5573,1
12:00:26,BID,5570,5
12:00:27,BID,5570,4
12:00:27,ASK,5573,2
12:00:27,BID,5570,3
12:00:27,ASK,5573,3
12:00:27,ASK,5573,4
12:00:27,ASK,5572,1
12:00:35,ASK,5573,4
12:00:35,BID,5570,4
12:00:35,ASK,5573,3
12:00:35,ASK,5573,2
12:00:35,BID,5570,5
12:00:36,ASK,5573,3
12:00:39,BID,5570,3
12:00:39,ASK,5573,4
12:00:39,ASK,5572,1
12:00:42,ASK,5572,2
12:00:42,ASK,5573,3
12:00:42,BID,5570,4
12:00:42,ASK,5573,2
12:00:42,BID,5570,5
12:00:42,BID,5570,6
12:00:43,BID,5570,3
12:00:43,ASK,5573,3
12:00:43,ASK,5573,4
12:00:43,ASK,5572,1
12:00:47,TRADE,5570,3
12:00:47,BID,5569,6
12:00:47,ASK,5572,2
12:00:47,ASK,5572,3
12:00:48,BID,5570,1
12:00:48,ASK,5572,2
12:00:48,ASK,5572,1
12:00:48,ASK,5573,3
12:00:50,ASK,5572,1
12:00:50,ASK,5572,2
12:00:50,BID,5570,2
12:00:50,ASK,5572,1
12:00:50,ASK,5573,3
12:00:52,TRADE,5570,2
12:00:52,BID,5569,6
12:00:52,ASK,5572,1
12:00:52,ASK,5572,2
12:00:52,ASK,5572,3
12:00:57,ASK,5572,2
12:00:57,ASK,5572,1
12:00:57,BID,5569,1
12:00:57,ASK,5572,2
12:00:57,ASK,5572,3
12:00:57,ASK,5571,1
12:00:57,ASK,5571,2
12:00:57,ASK,5571,3
12:00:58,ASK,5571,2
12:00:58,ASK,5571,1
12:00:58,ASK,5572,3
12:00:58,ASK,5571,1
12:00:58,ASK,5571,2
12:01:03,BID,5570,1
12:01:03,ASK,5571,1
12:01:03,ASK,5572,3
12:01:07,ASK,5572,2
12:01:20,ASK,5572,1
12:01:21,BID,5570,3
12:01:21,ASK,5573,2
12:01:23,BID,5570,4
12:01:24,ASK,5572,1
12:01:30,ASK,5572,2
12:01:43,BID,5570,2
12:01:43,ASK,5572,1
12:01:43,BID,5570,3
12:01:43,BID,5570,4
12:01:43,BID,5570,5
12:01:44,BID,5571,2
12:01:52,TRADE,5572,1
12:01:52,ASK,5574,1
12:01:52,ASK,5574,2
12:01:52,BID,5572,1
12:01:52,ASK,5574,1
12:01:52,BID,5571,2
12:01:52,ASK,5574,2
12:01:52,ASK,5574,3
12:02:12,ASK,5573,1
12:02:12,ASK,5573,2
12:02:19,BID,5570,6
12:02:19,BID,5570,5
12:02:19,BID,5571,1
12:02:19,ASK,5573,1
12:02:20,BID,5571,3
12:02:24,BID,5571,5
12:02:36,BID,5572,2
12:02:36,BID,5572,4
12:02:37,BID,5572,5
12:02:43,BID,5572,3
12:02:43,TRADE,5573,1
12:02:43,ASK,5575,3
12:02:43,ASK,5575,4
12:02:44,BID,5573,1
12:02:44,BID,5572,3
12:02:45,BID,5573,1
12:02:47,BID,5573,2
12:02:48,ASK,5575,5
12:02:50,ASK,5575,4
12:03:09,BID,5572,4
12:03:09,ASK,5574,1
12:03:09,ASK,5574,2
12:03:09,ASK,5574,3
12:03:18,TRADE,5574,3
12:03:18,TRADE,5575,2
12:03:18,ASK,5576,7
12:03:18,BID,5573,1
12:03:18,ASK,5576,6
12:03:18,ASK,5576,5
12:03:18,BID,5573,2
12:03:18,BID,5573,1
12:03:18,ASK,5576,6
12:03:18,ASK,5576,7
12:03:20,BID,5573,2
12:03:21,ASK,5576,5
12:03:21,ASK,5576,3
12:03:21,ASK,5576,4
12:03:27,BID,5573,1
12:03:27,ASK,5576,3
12:03:27,BID,5572,3
12:03:27,BID,5573,1
12:03:37,ASK,5576,5
12:03:37,ASK,5576,3
12:03:40,ASK,5576,5
12:03:40,BID,5572,1
12:03:40,ASK,5576,6
12:03:40,ASK,5576,7
12:03:41,ASK,5576,10
12:03:44,BID,5571,3
12:03:44,ASK,5575,1
12:03:44,ASK,5575,2
12:03:44,BID,5571,2
12:03:44,ASK,5575,3
12:03:44,ASK,5575,4
12:03:44,ASK,5575,5
12:03:44,ASK,5575,6
12:03:44,ASK,5575,7
12:03:44,ASK,5575,8
12:03:47,ASK,5574,1
12:03:47,ASK,5574,2
12:03:47,BID,5571,1
12:03:47,ASK,5574,3
12:03:47,ASK,5574,4
12:03:47,BID,5570,3
12:03:47,ASK,5574,5
12:03:47,ASK,5574,6
12:03:51,ASK,5574,5
12:04:03,ASK,5574,6
12:04:04,ASK,5574,31
12:04:04,BID,5570,1
12:04:04,ASK,5573,1
12:04:04,ASK,5573,2
12:04:04,ASK,5573,3
12:04:04,ASK,5573,4
12:04:04,ASK,5572,1
12:04:04,ASK,5572,2
12:04:04,ASK,5572,3
12:04:04,ASK,5572,2
12:04:04,ASK,5572,3
12:04:04,ASK,5572,4
12:04:04,ASK,5572,5
12:04:04,ASK,5572,6
12:04:04,ASK,5571,2
12:04:04,ASK,5571,3
12:04:04,ASK,5571,4
12:04:04,TRADE,5570,1
12:04:04,BID,5568,9
12:04:04,BID,5568,7
12:04:06,BID,5568,2
12:04:06,ASK,5571,5
12:04:06,ASK,5570,1
12:04:06,ASK,5570,2
12:04:06,ASK,5570,3
12:04:06,ASK,5570,4
12:04:07,ASK,5570,5
12:04:07,ASK,5570,6
12:04:08,ASK,5570,31
12:04:08,ASK,5570,32
12:04:10,ASK,5570,7
12:04:10,ASK,5570,6
12:04:10,ASK,5570,5
12:04:10,ASK,5570,4
12:04:10,ASK,5570,3
12:04:10,ASK,5570,2
12:04:14,ASK,5570,1
12:04:14,BID,5568,3
12:04:14,BID,5568,4
12:04:14,BID,5568,3
12:04:14,BID,5568,4
12:04:16,BID,5568,2
12:04:20,BID,5568,3
12:04:25,BID,5568,4
12:04:33,BID,5568,5
12:04:33,BID,5569,2
12:04:33,TRADE,5570,1
12:04:33,ASK,5572,1
12:04:33,BID,5569,3
12:04:34,ASK,5572,2
12:04:35,BID,5569,2
12:04:35,BID,5568,6
12:04:35,ASK,5572,3
12:04:35,BID,5569,1
12:04:35,BID,5568,5
12:04:35,ASK,5572,2
12:04:38,BID,5568,7
12:04:42,BID,5569,1
12:04:42,BID,5569,2
12:04:42,BID,5569,3
12:04:42,BID,5570,2
12:04:46,BID,5570,1
12:04:49,BID,5570,2
12:04:49,BID,5570,1
12:04:49,BID,5569,4
12:04:50,BID,5569,5
12:04:50,BID,5570,1
12:04:54,BID,5569,4
12:04:55,BID,5569,5
12:04:55,BID,5570,1
12:05:00,BID,5570,2
12:05:05,BID,5570,1
12:05:15,BID,5570,2
12:05:15,BID,5571,2
12:05:17,BID,5570,1
12:05:17,BID,5570,2
12:05:17,BID,5570,3
12:05:20,BID,5570,4
12:05:26,BID,5571,1
12:05:27,BID,5571,2
12:05:45,BID,5571,1
12:05:57,BID,5570,4
12:05:57,BID,5570,3
12:05:57,BID,5570,2
12:06:10,BID,5570,1
12:06:14,BID,5570,2
12:06:26,BID,5570,3
12:06:26,BID,5571,1
12:06:26,BID,5571,2
12:06:26,BID,5571,3
12:06:26,TRADE,5572,1
12:06:26,ASK,5574,1
12:06:26,BID,5571,4
12:06:26,BID,5571,5
12:06:26,BID,5571,6
12:06:26,ASK,5575,6
12:06:26,BID,5571,5
12:06:26,ASK,5572,1
12:06:26,BID,5571,4
12:06:26,BID,5571,3
12:06:26,TRADE,5572,1
12:06:26,ASK,5575,6
12:06:26,BID,5572,1
12:06:26,BID,5572,2
12:06:26,BID,5572,1
12:06:26,BID,5571,4
12:06:26,ASK,5572,1
12:06:26,BID,5571,3
12:06:28,BID,5571,2
12:06:28,BID,5571,3
12:06:31,TRADE,5572,1
12:06:31,ASK,5575,7
12:06:31,BID,5571,2
12:06:31,BID,5571,3
12:06:31,ASK,5572,1
12:06:31,BID,5571,2
12:06:31,BID,5571,3
12:06:45,BID,5571,2
12:06:46,BID,5571,3
12:06:47,TRADE,5572,1
12:06:47,ASK,5574,3
12:06:47,ASK,5572,1
12:06:55,BID,5571,1
12:06:55,ASK,5572,2
12:06:55,BID,5570,3
12:06:55,ASK,5572,3
12:06:55,BID,5570,2
12:06:55,BID,5570,1
12:06:55,ASK,5572,4
12:06:55,ASK,5571,2
12:06:55,ASK,5571,3
12:06:55,TRADE,5570,1
12:06:55,BID,5569,6
12:06:58,BID,5569,3
12:06:58,BID,5569,2
12:06:58,BID,5569,1
12:06:58,ASK,5570,1
12:06:58,ASK,5571,3
12:06:58,ASK,5570,1
12:06:58,BID,5568,7
12:06:58,ASK,5570,3
12:06:58,ASK,5570,1
12:06:58,ASK,5570,2
12:07:03,BID,5568,6
12:07:03,ASK,5570,3
12:07:22,ASK,5570,2
12:07:22,ASK,5570,1
12:07:27,BID,5568,5
12:07:34,ASK,5570,2
12:07:39,BID,5568,1
12:07:39,ASK,5570,3
12:07:39,ASK,5570,4
12:07:39,ASK,5570,5
12:07:39,ASK,5570,6
12:07:39,BID,5567,5
12:07:43,ASK,5569,1
12:07:43,ASK,5569,2
12:07:43,BID,5567,4
12:07:43,ASK,5569,3
12:07:44,ASK,5569,4
12:07:45,TRADE,5565,2
12:07:45,BID,5565,3
12:07:45,BID,5565,2
12:07:45,ASK,5569,3
12:07:45,ASK,5569,2
12:07:45,ASK,5569,3
12:07:45,ASK,5569,4
12:07:45,ASK,5569,5
12:07:45,ASK,5569,6
12:07:45,ASK,5568,1
12:07:45,ASK,5568,2
12:07:45,ASK,5568,3
12:07:45,ASK,5567,1
12:07:45,ASK,5567,2
12:07:45,ASK,5567,3
12:07:45,ASK,5567,4
12:07:45,ASK,5567,5
12:07:48,ASK,5567,6
12:07:48,ASK,5566,1
12:07:48,ASK,5566,3
12:07:48,BID,5565,1
12:07:48,TRADE,5565,1
12:07:48,BID,5564,8
12:07:48,ASK,5566,4
12:07:48,ASK,5566,5
12:07:48,ASK,5566,6
12:07:48,ASK,5566,7
12:07:49,BID,5565,1
12:07:49,ASK,5566,3
12:07:49,ASK,5566,2
12:07:49,ASK,5566,1
12:07:49,BID,5564,8
12:07:54,BID,5564,9
12:07:54,BID,5564,8
12:07:56,ASK,5566,2
12:07:56,ASK,5566,1
12:07:56,BID,5565,1
12:07:56,BID,5564,8
12:07:57,BID,5565,1
12:08:03,TRADE,5564,2
12:08:03,BID,5563,4
12:08:03,ASK,5564,1
12:08:03,ASK,5564,2
12:08:03,ASK,5564,3
12:08:03,BID,5563,3
12:08:03,ASK,5564,4
12:08:03,ASK,5564,5
12:08:03,ASK,5564,4
12:08:03,ASK,5564,3
12:08:03,TRADE,5564,1
12:08:03,ASK,5564,2
12:08:03,BID,5563,5
12:08:03,TRADE,5563,3
12:08:03,BID,5563,2
12:08:03,ASK,5564,3
12:08:03,TRADE,5564,2
12:08:03,ASK,5564,1
12:08:03,ASK,5566,6
12:08:03,BID,5563,1
12:08:03,ASK,5565,1
12:08:03,ASK,5565,2
12:08:03,ASK,5565,1
12:08:03,ASK,5565,2
12:08:03,ASK,5565,4
12:08:03,BID,5564,1
12:08:03,TRADE,5564,1
12:08:03,BID,5563,1
12:08:03,BID,5564,1
12:08:03,TRADE,5564,1
12:08:03,BID,5563,1
12:08:03,ASK,5564,1
12:08:03,ASK,5564,2
12:08:03,TRADE,5563,1
12:08:03,BID,5562,1
12:08:03,ASK,5564,3
12:08:03,TRADE,5564,2
12:08:03,ASK,5564,1
12:08:03,BID,5562,2
12:08:03,ASK,5565,5
12:08:03,ASK,5564,1
12:08:03,ASK,5565,4
12:08:03,BID,5562,1
12:08:03,BID,5561,6
12:08:03,BID,5562,1
12:08:03,BID,5564,2
12:08:03,TRADE,5564,1
12:08:03,BID,5564,1
12:08:03,ASK,5565,5
12:08:03,ASK,5565,6
12:08:03,TRADE,5564,1
12:08:03,BID,5562,1
12:08:03,ASK,5564,1
12:08:03,ASK,5564,2
12:08:03,TRADE,5564,2
12:08:03,ASK,5565,6
12:08:03,ASK,5565,5
12:08:03,ASK,5564,1
12:08:04,BID,5562,2
12:08:05,BID,5562,1
12:08:07,ASK,5564,2
12:08:07,ASK,5564,3
12:08:07,ASK,5564,4
12:08:07,ASK,5564,5
12:08:08,ASK,5564,4
12:08:09,BID,5561,11
12:08:09,BID,5561,10
12:08:09,ASK,5564,3
12:08:09,ASK,5564,2
12:08:13,ASK,5564,1
12:08:13,BID,5562,1
12:08:13,BID,5562,2
12:08:13,BID,5562,3
12:08:13,BID,5562,4
12:08:13,BID,5562,3
12:08:13,BID,5562,2
12:08:13,BID,5562,1
12:08:13,BID,5562,2
12:08:13,ASK,5564,3
12:08:13,BID,5562,1
12:08:13,BID,5562,2
12:08:13,ASK,5564,4
12:08:14,ASK,5564,3
12:08:15,BID,5562,1
12:08:15,BID,5561,10
12:08:17,BID,5562,1
12:08:18,ASK,5564,2
12:08:19,BID,5562,2
12:08:20,ASK,5564,3
12:08:20,ASK,5564,2
12:08:20,ASK,5564,3
12:08:23,BID,5562,3
12:08:29,BID,5562,4
12:08:30,ASK,5564,1
12:08:30,BID,5563,1
12:08:30,BID,5563,2
12:08:34,BID,5563,3
12:08:35,BID,5563,4
12:08:35,TRADE,5563,1
12:08:35,BID,5561,4
12:08:35,BID,5561,5
12:08:35,ASK,5564,2
12:08:35,ASK,5564,3
12:08:35,ASK,5564,4
12:08:35,ASK,5564,5
12:08:37,BID,5561,4
12:08:37,ASK,5563,1
12:08:37,ASK,5563,2
12:08:37,ASK,5563,3
12:08:37,ASK,5563,4
12:08:37,ASK,5563,3
12:08:37,ASK,5563,2
12:08:37,ASK,5563,1
12:08:37,ASK,5563,2
12:08:37,ASK,5563,3
12:08:37,ASK,5562,1
12:08:37,ASK,5562,2
12:08:38,BID,5561,6
12:08:38,ASK,5562,3
12:08:38,BID,5561,7
12:08:38,BID,5561,8
12:08:38,BID,5561,9
12:08:38,TRADE,5562,1
12:08:38,ASK,5562,2
12:08:38,BID,5561,8
12:08:38,BID,5561,7
12:08:38,BID,5561,6
12:08:38,BID,5561,7
12:08:38,BID,5561,6
12:08:41,ASK,5562,1
12:08:41,ASK,5563,4
12:08:41,ASK,5563,5
12:08:41,BID,5561,8
12:08:41,BID,5561,7
12:08:42,BID,5561,6
12:08:45,BID,5561,7
12:08:47,ASK,5563,3
12:08:47,BID,5561,8
12:08:47,ASK,5563,4
12:08:47,BID,5561,7
12:08:52,ASK,5563,3
12:08:52,ASK,5563,2
12:08:54,ASK,5563,1
12:08:57,ASK,5563,2
12:08:57,BID,5561,5
12:08:57,ASK,5563,3
12:08:57,BID,5561,7
12:08:59,BID,5561,8
12:09:01,BID,5561,4
12:09:01,ASK,5563,4
12:09:01,ASK,5563,5
12:09:01,ASK,5563,4
12:09:01,ASK,5563,3
12:09:03,ASK,5563,4
12:09:05,BID,5561,5
12:09:07,BID,5561,4
12:09:08,ASK,5563,3
12:09:10,ASK,5562,1
12:09:10,ASK,5562,2
12:09:12,ASK,5562,1
12:09:12,BID,5561,9
12:09:14,TRADE,5562,1
12:09:14,ASK,5564,4
12:09:14,BID,5562,1
12:09:14,ASK,5564,3
12:09:14,ASK,5564,2
12:09:14,BID,5562,2
12:09:14,BID,5562,3
12:09:14,BID,5562,4
12:09:14,BID,5562,3
12:09:14,ASK,5564,1
12:09:14,BID,5562,2
12:09:14,BID,5562,3
12:09:14,BID,5563,1
12:09:14,BID,5563,2
12:09:14,BID,5563,1
12:09:14,BID,5563,2
12:09:14,BID,5563,3
12:09:14,ASK,5564,2
12:09:14,BID,5563,2
12:09:14,BID,5563,1
12:09:14,TRADE,5564,1
12:09:14,ASK,5564,1
12:09:14,BID,5563,2
12:09:14,BID,5563,3
12:09:14,BID,5563,2
12:09:16,BID,5563,1
12:09:16,BID,5563,2
12:09:16,BID,5563,3
12:09:18,ASK,5566,9
12:09:18,BID,5563,4
12:09:18,ASK,5566,8
12:09:18,ASK,5566,7
12:09:18,ASK,5566,6
12:09:18,BID,5564,1
12:09:18,BID,5564,2
12:09:18,BID,5563,4
12:09:18,ASK,5564,1
12:09:18,BID,5563,3
12:09:18,ASK,5566,7
12:09:18,ASK,5566,6
12:09:18,ASK,5564,1
12:09:18,TRADE,5564,1
12:09:18,ASK,5566,6
12:09:18,BID,5563,4
12:09:18,ASK,5566,7
12:09:18,ASK,5566,8
12:09:20,ASK,5566,9
12:09:20,ASK,5566,6
12:09:23,ASK,5566,2
12:09:23,BID,5564,1
12:09:23,BID,5564,2
12:09:23,BID,5564,3
12:09:23,BID,5564,4
12:09:23,BID,5564,5
12:09:23,BID,5565,1
12:09:23,BID,5565,2
12:09:23,BID,5565,3
12:09:23,BID,5565,2
12:09:24,BID,5565,1
12:09:24,BID,5565,2
12:09:25,BID,5565,3
12:09:26,BID,5565,2
